4T	EL03	-95.174532	29.622642
4T	EL08	-95.124682	29.567319
4T	EL07	-95.082627	29.653474
4T	EL04	-95.309331	29.563707
4T	EL06	-95.173643	29.660086
4O	MID03	-102.2109	32.0121
4O	PL01	-103.3596294	31.9948147
4O	CF01	-100.58318	32.80184
DB	MID04	-101.8636	32.2189
4O	HP01	-101.2256703	32.4498025
4O	WB03	-103.9688386	31.6107215
4O	WB02	-103.9449205	31.7363019
SC	121A	-107.785103	32.532398
SC	LEM	-106.974167	34.165501
SC	SBY	-107.180664	33.975166
SC	SMC	-107.019302	33.778667
4T	EL05	-95.286764	29.647182
4O	MBBB2	-102.073906	32.053452
GM	NMP23	-103.802893	32.167112
GM	NMP25	-103.860072	32.33787
GM	NMP34	-103.68967	32.26384
GM	NMP35	-103.724675	32.352297
GM	NMP41	-103.596471	32.00509
GM	NMP45	-103.58198	32.33145
GM	NMP51	-103.421678	32.00448
GM	NMP53	-103.431176	32.17626
TX	MB12	-101.602778	32.368611
TX	PB35	-104.43203	31.656187
TX	PB37	-104.528416	31.71847
TX	PB38	-104.426634	31.72972
TX	PB40	-103.9339588	31.6419935
4O	WB04	-103.950319	31.530513
4O	WB05	-103.8329479	31.7537807
4O	SA09	-104.31933	31.9998
4O	SA07	-104.36481	31.86578
TX	PB42	-103.640224	31.764578
4O	WB06	-103.7187809	31.9975481
4O	WB07	-103.8016616	31.99830925
4O	WB08	-103.759894	31.96355
4O	WB09	-103.8032847	31.96368917
4O	WB10	-103.7218932	31.93042
4O	WB11	-103.8004139	31.92770654
4O	WB12	-103.7642735	31.898132
TX	PB43	-103.864872	31.680019
TX	MB13	-101.633469	32.321431
