20161128044127.560	54.343233	-117.233634	3.247	198	88	178	19287	-0.94
20161129065336.130	54.343717	-117.233268	3.267	199	81	-180	20602	-1.07
20161129151112.150	54.343514	-117.233398	3.271	200	89	178	21153	-0.54
20161123183112.200	54.351131	-117.225065	3.309	198	83	-180	15183	-0.43
20161128155304.910	54.343376	-117.233496	3.266	198	90	177	19982	-0.56
20161125102852.220	54.346431	-117.245597	3.261	17	80	173	17125	-0.87
20161128015852.390	54.343229	-117.233618	3.248	17	86	178	19049	-0.85
20161108231122.600	54.344804	-117.236987	3.27	198	79	-178	7658	-0.88
20161125080959.240	54.349805	-117.225659	3.315	200	88	176	16785	0.22
20161129122617.450	54.343437	-117.233496	3.249	17	87	-179	20958	-0.95
20161128015252.960	54.343091	-117.233708	3.269	18	88	177	19044	-0.7
20161128000400.020	54.343095	-117.233708	3.266	200	88	179	18929	-0.78
20161123023135.070	54.352201	-117.226912	3.271	14	90	179	14499	0.03
20161123041607.440	54.344942	-117.240202	3.333	200	84	176	14593	-0.84
20161101171003.430	54.346952	-117.24576	3.216	18	71	171	1253	-0.11
20161127084739.480	54.352368	-117.226855	3.259	16	90	-176	18448	-0.43
20161123202745.030	54.35238	-117.22675	3.275	16	88	177	15219	-0.01
20161101151013.630	54.347188	-117.245557	3.216	199	87	-177	1166	-1.12
20161122103654.720	54.349923	-117.227157	3.318	192	43	170	13190	-0.49
20161101192239.730	54.347062	-117.245654	3.239	18	75	177	1311	-1.23
20161127014958.000	54.345654	-117.245337	3.276	12	89	-179	18166	-0.72
20161101190255.420	54.347005	-117.245581	3.232	16	65	165	1305	-0.49
20161129122553.960	54.343624	-117.233382	3.243	16	87	175	20953	-0.57
20161102142203.520	54.346667	-117.245964	3.242	19	86	178	1657	-1.02
20161125123555.850	54.346493	-117.245532	3.263	16	79	174	17399	-1.15
20161105182728.950	54.344755	-117.240373	3.323	194	85	-178	5493	-0.8
20161123125735.260	54.352222	-117.226929	3.273	15	88	178	15035	-0.11
20161121040052.230	54.347205	-117.240055	3.308	197	88	178	10462	-0.61
20161128011155.670	54.343172	-117.233651	3.244	16	84	176	19007	-0.66
20161101163238.960	54.346879	-117.245825	3.217	18	82	174	1233	-0.09
20161128192119.280	54.343624	-117.23335	3.279	16	80	174	20075	-0.22
20161125000342.780	54.349548	-117.227474	3.327	192	16	177	16014	-0.24
20161122091852.650	54.350033	-117.227279	3.323	196	42	172	12980	-0.55
20161129131025.700	54.343066	-117.233716	3.243	198	88	180	21012	-0.66
20161101190023.680	54.34679	-117.24589	3.225	19	75	174	1303	-1.23
20161101180516.590	54.346871	-117.245776	3.218	18	69	169	1284	0.0
20161128002234.640	54.343225	-117.233602	3.255	196	89	-175	18946	-0.33
20161128200644.810	54.343225	-117.233659	3.239	18	83	-177	20102	-0.82
20161121022113.970	54.346757	-117.240389	3.318	19	90	178	10272	-0.92
20161124080833.350	54.35011	-117.225562	3.311	199	83	176	15603	-0.66
20161128053704.970	54.343351	-117.233545	3.259	18	88	179	19387	-0.5
20161118111722.360	54.351408	-117.2389	3.332	18	87	174	9037	-0.67
20161125051515.290	54.347371	-117.245467	3.227	14	89	173	16495	-1.26
20161124054451.640	54.352429	-117.225155	3.316	199	72	-170	15504	-0.37
20161126090252.320	54.352307	-117.226888	3.272	16	90	176	17939	0.18
20161101191125.840	54.346806	-117.245744	3.213	18	83	173	1307	-0.8
20161122120944.740	54.352083	-117.227059	3.259	15	88	177	13489	-0.19
20161123231451.860	54.352295	-117.226782	3.273	13	85	178	15274	-0.14
20161123024346.460	54.34482	-117.240308	3.335	199	81	177	14514	-0.8
20161123144403.160	54.344808	-117.240356	3.332	196	74	178	15088	-0.99
20161128032902.500	54.343144	-117.233675	3.273	199	85	-180	19170	-0.43
20161124153728.320	54.352283	-117.226896	3.273	15	89	-180	15836	0.46
20161125124019.520	54.34633	-117.245695	3.271	18	84	-178	17405	-0.7
20161110021334.190	54.341199	-117.239925	3.059	14	90	177	7805	-0.51
20161128042802.160	54.341585	-117.248324	3.187	17	90	170	19249	-0.38
20161122031153.960	54.345378	-117.236589	3.262	199	89	-178	11672	-0.74
20161128130150.340	54.34364	-117.233407	3.233	16	86	175	19799	-0.63
20161128011727.820	54.343083	-117.2337	3.266	198	83	-180	19012	-0.82
20161125092152.120	54.347884	-117.245052	3.258	192	85	178	16882	-0.96
20161124080932.140	54.349906	-117.2257	3.308	197	85	176	15604	-0.98
20161128044032.080	54.343058	-117.233748	3.242	15	86	178	19282	-0.96
20161129031243.350	54.343567	-117.23339	3.252	17	75	175	20394	-0.41
20161102004630.240	54.347054	-117.245671	3.215	15	76	176	1454	-1.06
20161101165319.640	54.34681	-117.245866	3.223	18	82	174	1242	-0.38
20161101224523.510	54.346875	-117.245841	3.217	18	81	179	1404	-1.25
20161121034951.570	54.347213	-117.240072	3.306	198	90	-173	10441	-0.88
20161124031238.840	54.350122	-117.22557	3.314	199	86	-179	15413	-1.03
