20161122090445.760	54.350037	-117.227189	3.322	191	38	162	12941	-0.94
20161127054120.960	54.346452	-117.245378	3.269	145	85	178	18257	-0.98
20161129144916.640	54.332996	-117.248975	3.211	177	36	110	21131	-0.61
20161105151250.380	54.34495	-117.240129	3.341	180	83	163	5009	-1.14
20161130144502.290	54.34141	-117.234839	3.221	22	87	-162	22166	-0.66
20161123073240.820	54.349561	-117.227344	3.316	179	23	156	14753	-0.47
20161101115915.890	54.34681	-117.245825	3.215	12	58	161	897	-0.91
20161030161943.770	54.353743	-117.238786	3.341	26	83	165	544	-1.23
20161124040325.620	54.349801	-117.226855	3.305	194	24	159	15449	-1.02
20161101092428.940	54.346981	-117.245719	3.218	15	63	161	838	-0.77
20161129111141.780	54.340853	-117.247729	3.139	212	77	163	20850	-1.0
20161128033928.220	54.341577	-117.248283	3.209	6	78	165	19190	-0.68
20161123091602.790	54.350301	-117.245158	3.606	227	83	89	14862	-1.02
20161115153215.110	54.338383	-117.24327	3.208	351	81	177	8899	-0.69
20161129123406.000	54.340068	-117.248486	3.139	9	49	154	20971	-0.88
20161101112910.820	54.346814	-117.245858	3.215	18	64	163	886	-0.97
20161101160225.520	54.346818	-117.245866	3.222	16	67	162	1209	-0.89
20161101155246.810	54.346867	-117.245825	3.221	14	61	160	1204	-0.38
20161101142958.580	54.346696	-117.245939	3.223	17	68	162	1125	-0.81
20161129104654.440	54.333	-117.248958	3.213	189	47	116	20805	0.06
20161125064558.120	54.345658	-117.247786	3.273	135	87	173	16663	-1.09
20161101144215.120	54.346651	-117.245988	3.226	15	61	144	1140	-0.64
20161101091524.780	54.346977	-117.245744	3.218	15	65	163	832	-0.78
20161130003253.180	54.33313	-117.248877	3.211	160	76	171	21522	-0.35
20161101142852.240	54.346667	-117.246004	3.228	6	53	138	1122	-1.07
20161101152222.480	54.346956	-117.245736	3.22	20	68	164	1182	-0.63
20161123142901.830	54.349817	-117.226904	3.303	193	29	160	15079	-0.55
20161101143713.160	54.346769	-117.245858	3.23	16	60	154	1133	-0.46
20161127062157.430	54.345768	-117.247746	3.279	320	82	178	18312	-1.28
20161105145056.870	54.344971	-117.240177	3.333	187	86	165	4922	-1.16
20161127224838.630	54.345504	-117.247835	3.263	129	88	177	18859	-0.77
20161101094522.230	54.346944	-117.245744	3.222	15	65	164	851	-0.55
20161122050253.380	54.349255	-117.234855	3.308	137	87	178	12063	0.05
20161112132955.920	54.335173	-117.240991	3.58	98	6	-41	8596	-0.92
20161128110503.670	54.345984	-117.245256	3.24	355	74	179	19671	-1.04
20161122092916.770	54.349967	-117.227214	3.321	154	8	117	13000	-0.94
20161109014523.110	54.341418	-117.241227	3.584	231	74	85	7665	-0.76
20161122134039.050	54.350085	-117.227417	3.329	174	16	148	13773	-0.85
20161110090443.630	54.340047	-117.241276	3.589	59	18	95	7911	-0.67
20161029115807.590	54.35378	-117.238745	3.34	23	70	159	355	-1.09
20161029200813.100	54.353829	-117.238737	3.34	20	70	153	422	-0.9
20161101151552.690	54.346859	-117.245809	3.216	15	62	155	1174	-0.68
20161130061550.670	54.33632	-117.248519	3.156	346	55	139	21740	-0.87
20161128074718.470	54.343404	-117.245166	3.642	44	86	89	19522	-1.02
20161111165909.600	54.338607	-117.238794	3.249	211	88	161	8348	-0.73
20161101133601.880	54.346798	-117.245825	3.213	17	66	163	1037	-0.85
20161125231843.620	54.349825	-117.225765	3.303	205	74	163	17742	-0.77
20161122130314.080	54.349951	-117.227507	3.33	153	12	125	13666	-1.05
20161101145149.690	54.346639	-117.246004	3.231	357	47	122	1148	-0.93
20161122172604.510	54.349801	-117.227547	3.33	184	26	158	14075	0.8
20161123230013.860	54.349601	-117.226782	3.308	196	48	163	15264	-0.26
20161128011448.650	54.343937	-117.245614	3.637	224	86	-90	19010	-0.66
20161126085103.760	54.345178	-117.247835	3.257	135	74	171	17934	-0.88
20161121043049.410	54.347664	-117.239608	3.295	191	78	156	10525	-1.1
20161029152916.770	54.353821	-117.238696	3.333	25	82	164	386	-0.88
20161129161828.850	54.339518	-117.248503	3.161	123	54	54	21216	-0.55
20161125224327.730	54.34974	-117.226888	3.302	186	19	162	17726	-0.58
20161122093841.890	54.349951	-117.227262	3.319	185	30	156	13028	-0.9
20161122110559.440	54.349772	-117.227246	3.317	195	48	165	13277	-0.96
20161129152905.680	54.336495	-117.248755	3.19	345	85	155	21169	-0.21
20161028174456.920	54.353967	-117.237158	3.351	20	77	159	233	-1.14
20161123140015.940	54.34998	-117.225789	3.314	147	19	102	15061	-0.89
20161130141453.090	54.340885	-117.235148	3.249	200	84	164	22144	-0.84
20161130025420.140	54.340019	-117.248478	3.174	165	89	-170	21591	-0.82
20161130052459.200	54.341386	-117.234839	3.231	31	81	-164	21702	-1.23
20161126062750.960	54.343778	-117.248071	3.227	350	54	131	17877	-1.09
20161125062552.750	54.345219	-117.247795	3.255	132	73	171	16628	-0.49
20161122084609.250	54.350085	-117.227157	3.319	161	10	120	12875	-0.85
20161028210116.440	54.35391	-117.237183	3.358	22	79	157	261	-0.94
20161128075257.620	54.343144	-117.245231	3.643	46	87	91	19529	-0.77
20161101101432.850	54.346879	-117.245825	3.211	13	60	152	863	-0.9
20161129064335.830	54.341048	-117.248283	3.171	153	82	-178	20597	-0.69
20161122230627.440	54.349752	-117.227026	3.324	170	15	148	14309	-0.44
20161101111407.340	54.346842	-117.245858	3.21	10	56	150	882	-0.85
