Event_ID,Station_ID,SNR
20161128051644.670,1121,13.937627792358398
20161128051644.670,1108,13.129453659057617
20161128051644.670,1150,7.652394771575928
20161128051644.670,1126,5.3470072746276855
20161128051644.670,1131,13.88295841217041
20161128051644.670,1165,22.955949783325195
20161128051644.670,1147,7.002893447875977
20161128051644.670,1140,4.245526313781738
20161128051644.670,1139,7.192481517791748
20161128051644.670,1136,11.794492721557617
20161128051644.670,1129,6.834695339202881
20161128051644.670,1146,7.267267227172852
20161128051644.670,1125,4.520071983337402
20161128051644.670,1160,7.62078857421875
20161128051644.670,1190,6.135995388031006
20161128051644.670,1151,6.143354415893555
20161128051644.670,1215,8.512744903564453
20161128051644.670,1188,2.0719144344329834
20161128051644.670,1180,3.119730234146118
20161128051644.670,1107,4.622314453125
20161128051644.670,1182,13.351383209228516
20161128051644.670,1114,12.237554550170898
20161128051644.670,1111,5.276116847991943
20161128051644.670,1113,14.599453926086426
20161128051644.670,1119,6.404498100280762
20161128051644.670,1164,17.60870933532715
20161128051644.670,1128,5.170400619506836
20161128051644.670,1179,6.595587730407715
20161128051644.670,1209,10.317756652832031
20161128051644.670,1122,4.448001384735107
20161128051644.670,1148,7.137819766998291
20161128051644.670,1167,5.013698577880859
20161128051644.670,1171,4.431121349334717
20161128051644.670,1210,15.932576179504395
20161128051644.670,1118,4.287952423095703
20161128051644.670,1149,3.1567373275756836
20161128051644.670,1132,5.060107231140137
20161128051644.670,1133,2.9348323345184326
20161128051644.670,1120,5.554536819458008
20161128051644.670,1152,1.5754690170288086
20161128051644.670,1141,3.0635428428649902
20161128051644.670,1142,2.5602684020996094
20161128051644.670,1123,3.625778913497925
20161128051644.670,1138,4.555307388305664
20161128051644.670,1158,6.5612406730651855
20161128051644.670,1153,6.899442195892334
20161128051644.670,1116,9.20971393585205
20161128051644.670,1109,15.760289192199707
20161128051644.670,1194,2.5131003856658936
20161128051644.670,1135,8.591924667358398
20161128051644.670,1192,5.944516658782959
20161128051644.670,1168,5.984698295593262
20161128051644.670,1193,0.7278369069099426
20161128051644.670,1127,5.38128662109375
20161128051644.670,1161,6.8130364418029785
20161128051644.670,1175,20.286434173583984
20161128051644.670,1187,3.9597432613372803
20161128051644.670,1177,4.333608150482178
20161125051408.940,1112,6.62620210647583
20161125051408.940,1186,1.3577593564987183
20161125051408.940,1155,5.319396495819092
20161125051408.940,1174,1.2242618799209595
20161125051408.940,1176,0.0
20161125051408.940,1166,2.1677463054656982
20161125051408.940,1130,3.8536736965179443
20161125051408.940,1159,7.799732208251953
20161125051408.940,1157,1.6888599395751953
20161125051408.940,1178,2.076237916946411
20161125051408.940,1143,9.706496238708496
20161125051408.940,1121,6.669155120849609
20161125051408.940,1108,9.805741310119629
20161125051408.940,1150,7.311397075653076
20161125051408.940,1126,2.4173004627227783
20161125051408.940,1131,4.852928161621094
20161125051408.940,1165,1.443624496459961
20161125051408.940,1147,5.056014537811279
20161125051408.940,1140,1.7997848987579346
20161125051408.940,1139,3.3022046089172363
20161125051408.940,1136,4.357796669006348
20161125051408.940,1129,1.2527421712875366
20161125051408.940,1146,2.9138219356536865
20161125051408.940,1125,4.7375712394714355
20161125051408.940,1160,5.407253265380859
20161125051408.940,1190,1.9386265277862549
20161125051408.940,1151,4.968531131744385
20161125051408.940,1215,2.282432794570923
20161125051408.940,1188,1.4062063694000244
20161125051408.940,1180,4.338669300079346
20161125051408.940,1107,9.350099563598633
20161125051408.940,1182,1.8215973377227783
20161125051408.940,1114,6.819119453430176
20161125051408.940,1111,9.466243743896484
20161125051408.940,1113,7.12136173248291
20161125051408.940,1119,3.793450355529785
20161125051408.940,1164,2.7952284812927246
20161125051408.940,1128,4.36612606048584
20161125051408.940,1179,5.476901531219482
20161125051408.940,1209,6.227964878082275
20161125051408.940,1122,2.330299139022827
20161125051408.940,1148,5.382497310638428
20161125051408.940,1167,1.9901931285858154
20161125051408.940,1171,3.7116341590881348
20161125051408.940,1210,7.40490198135376
20161125051408.940,1118,9.804885864257812
20161125051408.940,1149,1.3771991729736328
20161125051408.940,1132,0.9904046654701233
20161125051408.940,1133,1.2573163509368896
20161125051408.940,1120,1.8427547216415405
20161125051408.940,1152,3.6510071754455566
20161125051408.940,1141,1.9154011011123657
20161125051408.940,1142,2.997772455215454
20161125051408.940,1123,1.7003374099731445
20161125051408.940,1138,3.612948179244995
20161125051408.940,1158,3.3496692180633545
20161125051408.940,1153,7.656100749969482
20161125051408.940,1116,2.771465301513672
20161125051408.940,1109,7.738285541534424
20161125051408.940,1194,1.646293044090271
20161125051408.940,1135,7.306849479675293
20161125051408.940,1192,2.8148841857910156
20161125051408.940,1168,2.894014358520508
20161125051408.940,1193,3.3618574142456055
20161125051408.940,1127,3.0861611366271973
20161125051408.940,1161,5.818595886230469
20161125051408.940,1175,1.320152759552002
20161125051408.940,1187,2.2476823329925537
20161125051408.940,1177,2.4160900115966797
