20161122095441.390	54.349443	-117.227474	3.319	197	40	166	13080
20161122113533.710	54.35013	-117.227051	3.316	157	42	87	13367
20161126015323.740	54.349601	-117.225895	3.291	160	42	79	17794
20161122214621.340	54.34965	-117.227067	3.302	174	24	138	14248
20161121224006.690	54.351074	-117.226025	3.309	151	27	63	11352
20161124122605.110	54.349764	-117.227287	3.319	228	2	-154	15755
20161125000342.780	54.349548	-117.227474	3.327	190	7	174	16014
20161123004617.710	54.35009	-117.225806	3.322	141	28	119	14395
20161122075318.000	54.350155	-117.227214	3.328	202	27	155	12711
20161123010236.160	54.35035	-117.227108	3.327	198	43	179	14413
20161122082049.110	54.350126	-117.227165	3.323	191	43	170	12812
20161122122500.170	54.349959	-117.227148	3.318	216	40	164	13555
20161122091950.280	54.349951	-117.22723	3.318	196	40	171	12982
20161125102511.280	54.34978	-117.22723	3.315	199	41	179	17113
20161123052011.500	54.352299	-117.22688	3.272	336	36	104	14648
20161122091210.010	54.35002	-117.227287	3.32	149	20	107	12964
20161122101223.000	54.349247	-117.227865	3.327	195	44	170	13134
20161122095806.140	54.34998	-117.227181	3.317	194	44	174	13093
20161122084846.070	54.350061	-117.227222	3.323	152	8	129	12882
20161122044256.020	54.352124	-117.225277	3.329	339	41	95	11962
20161122083835.070	54.350057	-117.227181	3.321	213	32	164	12857
20161122222649.600	54.349756	-117.226969	3.308	121	9	101	14277
20161123234513.110	54.349353	-117.227441	3.331	155	22	86	15296
20161122235326.740	54.350102	-117.225879	3.338	152	41	86	14345
20161125170605.260	54.350134	-117.227132	3.32	204	35	179	17622
20161122093714.850	54.349296	-117.227531	3.317	192	36	169	13022
20161122080740.880	54.350114	-117.22723	3.326	118	11	73	12754
20161124033903.820	54.349402	-117.227116	3.304	204	19	150	15435
20161123142735.540	54.349573	-117.227319	3.312	194	41	177	15078
20161123114348.290	54.349524	-117.227083	3.303	197	44	174	14975
20161122124852.740	54.349906	-117.227588	3.332	166	18	149	13629
20161124194422.460	54.349121	-117.226245	3.312	192	44	173	15914
20161124095241.420	54.350317	-117.227116	3.327	200	42	-178	15672
20161122095009.080	54.349915	-117.227254	3.319	197	41	174	13068
20161123164208.080	54.352445	-117.226815	3.272	336	38	90	15132
20161123181735.350	54.349894	-117.226921	3.302	220	39	176	15175
20161124055541.600	54.352352	-117.226823	3.278	152	40	74	15515
20161123054748.150	54.349992	-117.227197	3.326	191	40	167	14677
20161122115814.930	54.349951	-117.227384	3.328	191	42	169	13459
20161121000100.270	54.351835	-117.227108	3.272	338	35	108	10029
20161122115553.210	54.349727	-117.227417	3.328	190	40	168	13449
20161125190624.300	54.35109	-117.225399	3.315	144	26	56	17660
20161123211324.840	54.35096	-117.225472	3.119	359	40	107	15234
20161123033708.110	54.349186	-117.227677	3.319	194	42	-172	14561
20161122133029.960	54.350126	-117.22745	3.329	178	19	152	13739
20161126043105.300	54.350517	-117.226969	3.326	140	9	91	17844
20161125041205.040	54.349825	-117.227441	3.325	194	44	176	16372
20161122092916.770	54.349967	-117.227214	3.321	195	38	170	13000
20161123112105.480	54.349215	-117.227694	3.321	198	43	-176	14956
20161122091710.290	54.349967	-117.227214	3.317	165	10	146	12978
20161124002448.280	54.349577	-117.227295	3.315	190	30	174	15324
20161121020150.690	54.351855	-117.2271	3.272	342	31	109	10236
20161126071331.400	54.349788	-117.227238	3.318	194	42	176	17902
20161122134039.050	54.350085	-117.227417	3.329	192	42	171	13773
20161122131125.620	54.349894	-117.227531	3.331	81	13	43	13693
20161125031803.360	54.349788	-117.225814	3.307	340	42	95	16306
20161124044153.190	54.352376	-117.226815	3.272	353	43	105	15471
20161123082519.820	54.352462	-117.226799	3.27	156	42	72	14812
20161123020227.330	54.349345	-117.227417	3.313	220	35	-178	14474
20161124172840.090	54.34917	-117.226261	3.32	176	39	134	15870
